,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
9235,Way Too Gone - Album Version (Edited),0.75,0.623,1,-7.276,1,0.16,0.168,0.0,0.218,0.207,141.972,287160,5
9236,SupaFreak - Album Version (Edited),0.763,0.617,11,-5.775,0,0.0838,0.000601,0.0,0.14,0.313,140.072,265880,1
9237,All We Do - Album Version (Edited),0.418,0.839,10,-6.816,0,0.313,0.104,0.0,0.133,0.25,104.238,303747,11
9238,Leave You Alone - Album Version (Edited),0.665,0.658,11,-7.764,0,0.0485,0.168,0.0,0.435,0.433,94.488,328787,1
9239,Everythang - Album Version (Edited),0.693,0.727,0,-5.953,1,0.0976,0.153,0.0,0.103,0.515,85.021,218293,34
9240,Trapped - Album Version (Edited),0.616,0.758,1,-6.855,1,0.205,0.115,0.0,0.134,0.157,85.021,238347,23
9241,F.A.M.E. - Album Version (Edited),0.607,0.681,8,-8.481,0,0.29,0.172,0.0,0.753,0.144,90.663,247733,33
9242,I Do - Album Version (Edited),0.564,0.829,10,-7.631,0,0.345,0.12,0.0,0.091,0.607,145.024,311613,9
9243,Higher Learning - Album Version (Edited),0.739,0.627,8,-6.47,0,0.232,0.141,0.0,0.105,0.926,77.014,224800,27
9244,This One's For You - Album Version (Edited),0.689,0.548,4,-6.745,0,0.183,0.0413,0.0,0.12,0.311,140.036,325187,4
9245,Last Laugh,0.428,0.8,8,-5.839,1,0.26,0.169,0.0,0.748,0.264,155.032,244840,21
9246,Game Over,0.324,0.763,1,-7.421,0,0.323,0.0198,0.0,0.606,0.302,105.159,240653,33
9247,Handle My Bizness,0.65,0.719,4,-7.406,0,0.384,0.0193,0.0,0.139,0.393,129.971,239467,4
9248,Rap Game,0.696,0.553,1,-8.819,0,0.11,0.0345,0.0,0.358,0.188,140.097,277400,4
9249,Amen,0.721,0.531,11,-7.174,1,0.0894,0.0959,0.0,0.112,0.211,130.019,230440,37
9250,Once Again feat. Slick Pulla & Yo Gotti,0.559,0.672,9,-7.504,1,0.0493,0.000697,0.0,0.0762,0.118,70.031,265120,23
9251,Trippin' feat. Slick Pulla,0.64,0.656,6,-7.727,0,0.321,0.0212,0.0,0.103,0.331,152.898,163947,4
9252,White feat. Yo Gotti,0.662,0.457,1,-5.749,1,0.0351,0.0884,0.0,0.287,0.0391,140.029,254893,5
9253,Jizzle,0.614,0.772,10,-5.707,0,0.102,0.276,0.0,0.36,0.587,147.108,242200,9
9254,Pressure's On,0.417,0.809,11,-6.053,0,0.252,0.13,0.0,0.398,0.432,130.107,185387,30
9255,Don't Stop feat. Shawty Redd,0.435,0.571,1,-7.224,1,0.217,0.0379,0.0,0.206,0.46,133.353,241573,5
9256,Strip Club feat. Shawty Redd,0.774,0.635,1,-6.992,0,0.183,0.0722,0.0,0.89,0.866,100.009,247187,24
9257,Introduction,0.397,0.86,3,-4.178,0,0.392,0.0669,0.0,0.352,0.207,152.214,153320,30
9258,Stop Playin' With Me,0.464,0.955,8,-2.738,1,0.397,0.108,0.0,0.345,0.701,86.98,213253,26
9259,Insane,0.639,0.934,1,-2.724,1,0.0311,0.0449,0.0,0.45,0.686,75.91,240213,34
9260,Problem,0.381,0.804,1,-5.167,0,0.324,0.0559,0.0,0.515,0.369,147.02,234787,30
9261,Camaro,0.634,0.81,1,-4.029,1,0.0557,0.0724,0.0,0.132,0.309,162.174,130040,5
9262,Greatest Trapper Alive,0.547,0.946,10,-4.901,0,0.451,0.107,0.0,0.341,0.548,162.067,138840,30
9263,Ill'in,0.406,0.926,1,-6.357,1,0.602,0.00479,0.0,0.328,0.342,166.217,283493,16
9264,Just Saying,0.533,0.962,10,-4.54,0,0.375,0.252,0.0,0.545,0.4,98.473,152747,33
9265,The Takeover,0.378,0.961,10,-3.733,0,0.395,0.0324,0.0,0.521,0.354,86.213,227400,33
9266,D-Boyz,0.581,0.834,1,-3.95,1,0.142,0.0662,0.0,0.416,0.346,89.593,212587,31
9267,Hood Politics,0.666,0.915,4,-3.829,0,0.301,0.0496,0.0,0.089,0.454,87.908,218147,25
9268,Ride Wit Me,0.512,0.818,10,-3.944,0,0.0533,0.0174,0.0,0.507,0.428,87.779,231453,11
9269,Go Hard,0.354,0.835,1,-2.794,1,0.178,0.264,0.0,0.285,0.404,74.659,252733,31
9270,Talking,0.628,0.936,2,-3.768,0,0.346,0.204,0.0,0.133,0.297,149.948,188773,30
9271,Time,0.571,0.978,5,-3.186,1,0.341,0.531,0.0,0.3,0.268,74.929,285213,31
9272,I Remember,0.561,0.757,6,-3.981,0,0.101,0.167,0.0,0.526,0.514,153.052,234613,30
9273,Grape,0.584,0.872,1,-3.329,1,0.25,0.155,0.0,0.791,0.498,150.375,145680,21
9274,My Tool,0.487,0.869,11,-4.41,1,0.373,0.014,0.0,0.222,0.63,150.607,292693,16
9275,Da Greatest,0.445,0.899,1,-4.702,1,0.319,0.116,0.0,0.259,0.246,155.317,243507,16
9276,Bonus Track,0.679,0.585,8,-4.769,1,0.0428,0.269,0.0,0.0652,0.0952,147.98,186107,37
9277,Trappin' Ain't Dead (I'm The Truth),0.47,0.696,9,-6.89,0,0.332,0.0624,0.0,0.458,0.462,102.734,233269,33
9278,Betta Believe It,0.646,0.679,2,-9.542,1,0.111,0.005,0.0,0.129,0.233,124.987,279237,5
9279,Air Forces 2,0.615,0.467,1,-11.526,1,0.0632,0.0935,0.0,0.282,0.215,90.87,219833,14
9280,My Money,0.28,0.816,1,-6.328,1,0.208,0.00724,0.0,0.85,0.298,88.488,202795,33
9281,My 1st 48 Hrs,0.343,0.912,1,-5.378,1,0.442,0.206,0.0,0.669,0.505,86.102,80018,35
9282,I'm Goin' In,0.666,0.685,1,-10.496,1,0.315,0.0917,0.0,0.351,0.621,170.141,203446,2
9283,Dead Or Alive,0.635,0.537,3,-11.849,0,0.127,0.0064,0.0,0.659,0.343,82.001,151639,19
9284,Always Strapped Freestyle,0.691,0.632,8,-10.777,1,0.359,0.17,0.0,0.176,0.843,82.565,69612,19
9285,Trap Flies,0.588,0.61,1,-6.65,1,0.0422,0.0964,0.0,0.693,0.196,80.025,216863,7
9286,Sunny Days,0.414,0.875,1,-5.018,1,0.138,0.202,0.0,0.548,0.26,159.774,204161,21
9287,Might Just Blow That,0.369,0.9,2,-6.665,1,0.203,0.217,0.0,0.828,0.378,80.495,214506,33
9288,The Underdawg,0.59,0.687,8,-10.607,1,0.0763,0.00248,0.0,0.476,0.213,154.005,263245,37
9289,"First Name, Last Name",0.643,0.725,9,-7.748,1,0.048,0.167,0.0,0.203,0.164,153.073,150570,37
9290,Stupid Freestyle,0.758,0.602,1,-10.479,1,0.314,0.0018,0.0,0.138,0.688,151.254,100693,2
9291,Consistent,0.604,0.706,7,-7.709,1,0.116,0.00866,0.0,0.414,0.404,149.925,192463,37
9292,Ready To Ride,0.364,0.723,1,-9.863,1,0.298,0.0954,0.0,0.629,0.271,146.067,210637,21
9293,Biggest Movie Ever,0.666,0.784,11,-8.665,1,0.326,0.157,0.0,0.638,0.51,75.04,246387,7
9294,She's A Lesbian,0.752,0.552,8,-10.643,0,0.16,0.00204,0.0,0.381,0.29,150.072,230429,4
9295,Get Alot (Remix),0.419,0.721,8,-5.821,1,0.0573,0.0929,0.0,0.405,0.148,149.768,204487,37
9296,I'm Back,0.403,0.496,10,-7.826,0,0.342,0.00493,0.0,0.158,0.337,74.711,306933,11
9297,Usdas the Click,0.482,0.82,5,-6.923,0,0.356,0.399,0.0,0.341,0.621,83.018,84853,35
9298,Ya Dig,0.541,0.514,1,-8.291,1,0.205,0.00126,0.0,0.538,0.154,73.367,208520,23
9299,Cadillac,0.696,0.517,5,-8.741,0,0.345,0.00989,0.0,0.0819,0.347,159.923,147853,4
9300,Reintroduction,0.558,0.694,6,-6.665,1,0.496,0.234,0.0,0.266,0.786,87.422,166827,35
9301,One's for Cte,0.594,0.855,1,-6.525,1,0.329,0.267,0.0,0.418,0.891,62.636,185493,35
9302,Gangsta Party,0.685,0.86,4,-5.599,1,0.257,0.0986,0.0,0.643,0.912,97.966,131520,35
9303,Better Than Ever,0.708,0.793,9,-5.548,1,0.317,0.228,0.0,0.367,0.876,90.587,108960,35
9304,U Can't Stop These Gangsters,0.775,0.628,0,-6.993,1,0.265,0.199,0.0,0.551,0.621,88.265,163720,7
9305,I Know You Don't Love Me,0.651,0.765,11,-8.146,0,0.233,0.124,0.0,0.371,0.841,91.803,123813,27
9306,Trap Star,0.558,0.822,1,-2.342,1,0.38,0.137,0.0,0.318,0.631,125.389,80027,35
9307,Jeezy the Snowman,0.716,0.489,3,-7.583,0,0.451,0.033,0.0,0.589,0.128,82.572,77960,19
9308,Burnin Up,0.691,0.439,1,-7.055,1,0.149,0.0492,0.0,0.384,0.317,81.904,212707,14
9309,Makin It Look Easy,0.828,0.823,1,-7.246,1,0.371,0.0967,0.0,0.234,0.858,81.947,97200,35
9310,I'm a G,0.656,0.64,1,-8.33,1,0.384,0.275,0.0,0.34,0.806,80.051,128293,35
9311,Snitches,0.635,0.794,11,-6.335,0,0.443,0.0441,0.0,0.533,0.769,81.055,150120,24
9312,Studio Gangsters,0.568,0.614,1,-6.258,1,0.3,0.156,0.0,0.357,0.797,87.989,185040,35
9313,After 2 Million Sold,0.578,0.794,11,-5.734,1,0.38,0.236,0.0,0.416,0.473,152.131,99773,21
9314,Lil Buddy,0.413,0.763,10,-7.253,0,0.294,0.172,0.0,0.436,0.796,94.873,121240,10
9315,Still Don't Know,0.538,0.829,8,-5.416,1,0.261,0.0123,0.0,0.15,0.612,77.924,147400,26
9316,Verbal Intercourse,0.675,0.878,8,-3.385,1,0.395,0.588,0.0,0.243,0.927,93.588,75280,35
9317,We Major,0.346,0.73,9,-7.43,1,0.229,0.361,0.0,0.477,0.787,168.628,118413,21
9318,Still I Love It,0.676,0.85,9,-3.937,1,0.341,0.0644,0.0,0.307,0.423,147.199,96707,37
9319,We Did It Again,0.539,0.808,8,-6.18,1,0.457,0.0239,0.0,0.516,0.43,151.156,74280,21
9320,The Recession (Intro),0.542,0.907,6,-6.298,1,0.477,0.0562,0.0,0.219,0.76,141.168,278360,16
9321,Welcome Back,0.682,0.746,1,-7.57,1,0.0463,3.96e-05,0.00043,0.38,0.275,149.99,247080,5
9322,By The Way,0.575,0.749,7,-7.126,1,0.137,0.0376,0.0,0.133,0.278,80.069,240000,23
9323,Crazy World,0.622,0.72,5,-6.387,0,0.0921,0.0898,0.0,0.173,0.155,153.992,237107,4
9324,What They Want,0.68,0.708,1,-6.3,1,0.052,0.0192,0.0,0.204,0.141,148.252,233320,5
9325,Amazin',0.659,0.673,7,-5.386,0,0.042,0.0484,0.0,0.347,0.353,142.48,256133,4
9326,Hustlaz Ambition,0.683,0.767,11,-7.209,0,0.215,0.000402,0.00444,0.307,0.527,142.785,219933,9
9327,Who Dat,0.426,0.879,9,-5.771,1,0.258,0.061,0.0,0.838,0.554,77.664,229213,33
9328,Don't You Know,0.313,0.85,5,-6.663,0,0.107,0.00969,0.0,0.103,0.302,141.709,297987,30
9329,Circulate,0.584,0.901,6,-5.797,1,0.209,0.0452,0.0,0.205,0.703,96.639,229360,26
9330,Word Play,0.597,0.921,1,-4.819,1,0.227,0.0432,0.0,0.366,0.523,99.882,194560,31
9331,Vacation,0.685,0.724,11,-6.481,0,0.0798,0.0758,0.0,0.14,0.895,147.985,226587,9
9332,Everything,0.667,0.74,9,-6.935,1,0.0555,0.000733,0.0,0.0743,0.378,146.746,281253,37
9333,Takin' It There,0.675,0.742,1,-6.83,0,0.144,0.0327,0.0,0.865,0.811,150.038,207853,24
9334,Don't Do It,0.373,0.851,6,-5.29,0,0.256,0.017,0.0,0.52,0.756,158.518,245747,30
9335,Put On,0.65,0.761,9,-6.065,0,0.0345,0.00317,0.0,0.0855,0.268,137.621,321293,4
9336,Get Allot,0.482,0.706,8,-5.561,1,0.0514,0.00255,0.0,0.12,0.066,149.539,268867,37
9337,My President,0.566,0.76,1,-6.553,0,0.108,0.0585,0.0,0.28,0.591,152.023,329800,4
9338,Put On - Remix [Bonus Track] (Explicit),0.656,0.721,9,-7.239,0,0.0413,0.00244,0.0,0.0978,0.284,137.647,258347,4
9339,Done It - [Bonus Track] (Explicit),0.628,0.605,1,-7.308,1,0.0479,0.0336,0.0,0.206,0.121,90.788,244093,23
9340,The Recession (Intro),0.581,0.907,6,-6.318,1,0.473,0.0668,0.0,0.21,0.676,141.048,278400,16
9341,Welcome Back,0.694,0.733,1,-7.561,1,0.0451,3.43e-05,0.000819,0.381,0.299,149.984,247080,5
9342,By The Way,0.414,0.766,7,-7.124,1,0.274,0.0476,0.0,0.315,0.338,69.938,240000,26
9343,Crazy World,0.62,0.739,8,-6.387,1,0.106,0.091,0.0,0.262,0.158,153.972,237107,37
9344,What They Want,0.683,0.721,1,-6.312,1,0.0484,0.0247,0.0,0.348,0.157,148.256,233320,5
9345,Amazin',0.659,0.668,8,-5.396,1,0.0397,0.0495,0.0,0.346,0.37,142.471,256133,37
9346,Hustlaz Ambition,0.683,0.758,11,-7.173,0,0.238,0.000434,0.0044,0.325,0.55,142.816,219933,9
9347,Who Dat,0.461,0.876,9,-5.768,1,0.25,0.0597,0.0,0.858,0.59,155.083,229213,21
9348,Don't You Know,0.247,0.864,5,-6.66,0,0.198,0.0141,0.0,0.114,0.281,176.955,297987,30
9349,Circulate,0.573,0.901,6,-5.792,1,0.209,0.0397,0.0,0.208,0.688,96.624,229360,26
9350,Word Play,0.607,0.918,1,-4.84,1,0.205,0.036,0.0,0.354,0.574,99.913,194560,31
9351,Vacation,0.681,0.721,11,-6.492,0,0.115,0.0717,0.0,0.215,0.877,147.998,226587,9
9352,Everything,0.663,0.753,9,-6.971,1,0.0573,0.000559,0.0,0.112,0.403,146.768,281253,37
9353,Takin' It There,0.673,0.753,1,-6.867,0,0.164,0.0344,0.0,0.834,0.844,150.045,207853,24
9354,Don't Do It,0.332,0.844,6,-5.273,0,0.262,0.0167,0.0,0.536,0.71,157.798,245747,30
9355,Put On,0.652,0.774,9,-6.086,0,0.0353,0.00339,0.0,0.0895,0.261,137.609,321293,4
9356,Get Allot,0.475,0.711,8,-5.577,1,0.0442,0.00294,0.0,0.111,0.0773,149.709,268867,37
9357,My President,0.565,0.762,6,-6.577,0,0.125,0.0541,0.0,0.197,0.591,152.081,331787,9
9358,Showtime,0.584,0.678,0,-8.438,1,0.0541,0.00228,0.0,0.0591,0.228,137.563,213573,5
9359,The Recession (Intro),0.571,0.909,6,-6.345,1,0.48,0.0663,0.0,0.234,0.693,141.122,278360,16
9360,Welcome Back,0.694,0.748,1,-7.552,1,0.0454,3.03e-05,0.000524,0.381,0.308,149.979,247080,5
9361,By The Way,0.571,0.766,7,-7.124,1,0.113,0.0426,0.0,0.306,0.279,80.086,240000,23
9362,Crazy World,0.625,0.737,8,-6.385,1,0.0989,0.101,0.0,0.25,0.147,153.954,237107,37
9363,What They Want,0.679,0.717,1,-6.29,1,0.0528,0.0179,0.0,0.356,0.141,148.275,233320,5
9364,Amazin',0.661,0.661,7,-5.38,0,0.0373,0.0503,0.0,0.346,0.376,142.484,256133,4
9365,Hustlaz Ambition,0.684,0.752,11,-7.191,0,0.242,0.000334,0.00213,0.313,0.502,142.814,219933,9
9366,Who Dat,0.52,0.868,6,-5.795,0,0.147,0.0569,0.0,0.759,0.565,77.463,229213,33
9367,Don't You Know,0.249,0.865,5,-6.653,0,0.193,0.015,0.0,0.102,0.289,176.865,297987,30
9368,Circulate,0.574,0.904,6,-5.803,1,0.208,0.0415,0.0,0.227,0.703,95.892,229360,26
9369,Word Play,0.606,0.925,1,-4.854,1,0.214,0.0392,0.0,0.358,0.499,99.859,194560,31
9370,Vacation,0.683,0.72,11,-6.491,0,0.084,0.0729,0.0,0.226,0.88,147.983,226587,9
9371,Everything,0.663,0.754,9,-6.942,1,0.062,0.00071,0.0,0.0923,0.399,146.795,281253,37
9372,Takin' It There,0.67,0.75,1,-6.883,0,0.152,0.0287,0.0,0.842,0.836,150.026,207853,24
9373,Don't Do It,0.313,0.849,6,-5.285,0,0.289,0.0185,0.0,0.522,0.69,158.75,245747,30
9374,Put On,0.654,0.77,9,-6.091,0,0.0353,0.00342,0.0,0.0887,0.272,137.616,321293,4
9375,Get Allot,0.478,0.699,8,-5.567,1,0.0478,0.00288,0.0,0.0938,0.0792,149.612,268867,37
9376,My President,0.564,0.773,6,-6.568,0,0.115,0.0526,0.0,0.328,0.588,151.975,329813,9
9377,The Recession (Intro) - Album Version (Edited),0.585,0.901,6,-6.32,1,0.478,0.07,0.0,0.207,0.764,141.077,278400,16
9378,Welcome Back - Album Version (Edited),0.68,0.745,1,-7.678,1,0.0409,4.31e-05,0.00175,0.374,0.327,149.985,247067,5
9379,By The Way - Album Version (Edited),0.461,0.763,4,-7.165,0,0.183,0.0344,0.0,0.118,0.247,79.868,240000,11
9380,Crazy World - Album Version (Edited),0.62,0.721,8,-6.457,1,0.0917,0.0688,0.0,0.146,0.162,153.964,237120,37
9381,What They Want - Album Version (Edited),0.692,0.721,1,-6.348,1,0.0497,0.0183,0.0,0.212,0.14,148.276,233293,5
9382,Amazin' - Album Version (Edited),0.659,0.694,7,-5.415,0,0.0382,0.0377,0.0,0.353,0.357,142.481,256147,4
9383,Hustlaz Ambition - Album Version (Edited),0.683,0.767,11,-7.286,0,0.21,0.000424,0.00356,0.313,0.485,142.775,219907,9
9384,Who Dat - Album Version (Edited),0.375,0.865,9,-5.503,1,0.246,0.0574,0.0,0.71,0.544,114.345,229240,33
9385,Don't You Know - Album Version (Edited),0.318,0.852,5,-6.709,0,0.0998,0.00857,0.0,0.0879,0.256,141.753,297960,30
9386,Circulate - Album Version (Edited),0.601,0.888,3,-6.063,0,0.184,0.0423,0.0,0.164,0.725,96.45,229360,25
9387,Word Play - Album Version (Edited),0.598,0.927,1,-4.868,1,0.192,0.03,0.0,0.353,0.552,99.908,194587,31
9388,Vacation - Album Version (Edited),0.691,0.701,11,-6.558,0,0.0945,0.0782,0.0,0.262,0.9,147.997,226587,9
9389,Everything - Album Version (Edited),0.668,0.727,9,-7.026,1,0.0561,0.000744,0.0,0.0839,0.409,146.834,281240,37
9390,Takin' It There - Album Version (Edited),0.672,0.757,1,-6.883,0,0.182,0.0335,0.0,0.833,0.787,150.032,207853,24
9391,Don't Do It - Album Version (Edited),0.364,0.852,6,-5.328,0,0.255,0.0162,0.0,0.534,0.662,158.477,245680,30
9392,Put On - Album Version (Edited),0.653,0.77,9,-6.109,0,0.0354,0.00271,0.0,0.085,0.277,137.604,321360,4
9393,Get Allot - Album Version (Edited),0.324,0.684,8,-5.59,1,0.0589,0.00264,0.0,0.0907,0.0718,74.177,268840,23
9394,My President - Album Version (Edited),0.568,0.758,1,-6.6,0,0.0916,0.0539,0.0,0.282,0.599,152.051,329827,4
9395,Victory,0.493,0.773,2,-7.224,1,0.323,0.571,8.46e-06,0.189,0.821,91.696,75533,35
9396,Coke,0.721,0.882,3,-5.144,0,0.455,0.224,0.0,0.147,0.701,93.941,175373,25
9397,Spit,0.615,0.906,1,-6.879,0,0.11,0.0571,0.0,0.322,0.804,141.704,116520,25
9398,Freestyle,0.579,0.761,11,-8.253,0,0.522,0.7,0.0,0.31,0.837,173.93,142173,13
9399,Big Shit Poppin,0.607,0.764,8,-6.932,1,0.339,0.493,0.0,0.386,0.412,84.517,224067,6
9400,Smack,0.287,0.936,1,-3.886,0,0.433,0.127,0.0,0.382,0.436,82.922,113480,10
9401,Running Your Mouth,0.438,0.781,1,-4.797,1,0.375,0.0362,0.0,0.224,0.665,193.6,166827,16
9402,Corporate Thuggin,0.596,0.869,0,-5.944,1,0.162,0.0228,0.0,0.645,0.499,94.046,171493,7
9403,Diddy Bop Rmx,0.508,0.82,11,-6.006,1,0.338,0.104,0.0,0.627,0.227,91.754,127760,33
9404,Go Getta Part 2,0.476,0.655,8,-7.954,0,0.0476,0.000348,0.0,0.553,0.128,116.268,84773,33
9405,Heavy Metal,0.263,0.948,7,-3.844,0,0.122,0.000481,0.0,0.616,0.435,90.484,127680,33
9406,Can't Tell Me Nothing,0.522,0.619,5,-6.62,0,0.0687,0.014,0.0,0.588,0.0951,80.205,179480,33
9407,Kingdom Come,0.382,0.898,1,-5.081,0,0.338,0.283,0.0,0.427,0.515,83.045,87227,10
9408,Taking over Rmx,0.521,0.828,10,-5.771,0,0.185,0.0978,0.0,0.467,0.52,112.634,66107,33
9409,Freestyle,0.798,0.587,8,-7.99,1,0.322,0.452,0.0,0.0583,0.644,90.016,70413,35
9410,Stuntin Wit My Homies,0.682,0.87,1,-7.209,1,0.277,0.0637,0.0,0.301,0.68,160.013,156027,2
9411,Poppin Dem Thangs,0.668,0.706,11,-5.317,0,0.319,0.768,0.0,0.607,0.871,88.598,115560,24
9412,Do the Dam Thing,0.474,0.795,10,-6.577,0,0.0955,0.0502,0.0,0.535,0.387,109.43,208733,33
9413,Loso's Way,0.619,0.923,6,-5.052,1,0.32,0.509,0.0,0.403,0.691,91.409,128507,35
9414,Freestyle,0.72,0.72,1,-5.709,1,0.298,0.592,0.0,0.448,0.601,90.498,215907,6
9415,Hood Nigga,0.771,0.471,1,-8.301,1,0.0429,0.0323,0.0,0.131,0.0421,87.128,77213,14
9416,Mr. Me Too Freestyle,0.315,0.676,7,-8.351,1,0.286,0.48,0.0,0.568,0.803,96.644,87307,28
9417,Bitch You Better Buck,0.388,0.531,10,-7.53,0,0.263,0.00482,0.0,0.394,0.656,166.74,57560,30
9418,You Feel Me,0.705,0.873,11,-4.629,1,0.304,0.00768,0.0,0.324,0.689,146.015,292413,38
9419,Intro Part 4,0.726,0.354,9,-10.835,0,0.794,0.978,0.0,0.43,0.387,66.524,93267,36
9420,I Got What It Takes,0.644,0.569,11,-11.92,0,0.261,0.00315,0.0,0.114,0.447,140.026,229547,1
9421,I'm Tellin' Ya,0.591,0.5,1,-12.932,1,0.502,0.00162,0.0,0.46,0.249,141.062,190307,22
9422,Sing Along,0.274,0.711,7,-11.83,1,0.528,4.39e-05,0.0,0.148,0.478,48.995,242920,31
9423,Spaceships on Bankhead,0.787,0.284,0,-13.303,1,0.362,0.000608,0.0,0.416,0.608,91.082,155613,19
9424,Keep It Movin,0.556,0.595,4,-11.251,1,0.223,3.24e-05,0.0,0.735,0.149,79.04,218627,7
9425,Jeezy Speaks,0.624,0.337,9,-10.248,1,0.923,0.987,0.0,0.13,0.75,72.575,119880,13
9426,Lets Just Say,0.344,0.786,6,-8.833,1,0.428,0.0775,0.0,0.302,0.701,90.979,255787,31
9427,I'm a G Too,0.589,0.771,7,-6.993,1,0.433,0.135,0.0,0.383,0.671,120.183,150320,35
9428,Don't Ever Do That,0.566,0.695,1,-8.973,1,0.455,0.00222,0.0,0.319,0.414,164.445,204733,16
9429,All I Need,0.46,0.888,11,-6.42,0,0.29,0.113,0.0,0.251,0.531,81.383,59253,10
9430,Get It Right,0.575,0.759,1,-6.891,1,0.306,0.00466,0.000575,0.313,0.762,159.72,108560,2
9431,Inspiration up Next,0.716,0.669,6,-8.989,0,0.886,0.991,0.000307,0.711,0.609,95.226,125720,36
9432,Who Got the Work,0.481,0.846,2,-6.199,1,0.367,0.0278,0.0,0.473,0.539,76.762,91987,35
9433,I'm Rich Bitch,0.74,0.695,11,-6.439,0,0.223,0.0222,0.0,0.359,0.748,160.058,62227,9
9434,Pusher,0.733,0.665,11,-4.372,1,0.273,0.205,0.0,0.237,0.329,79.931,52413,35
9435,Street Nigga,0.596,0.579,5,-8.802,0,0.29,0.0391,0.0,0.332,0.265,74.482,225200,11
9436,Let Me Show You,0.607,0.722,6,-6.041,1,0.433,0.178,0.0,0.485,0.79,167.045,68307,35
9437,Rock Star,0.434,0.847,1,-5.483,1,0.267,0.000114,0.0,0.453,0.615,84.613,77520,35
9438,Nigga Like Me,0.545,0.586,9,-8.931,0,0.374,0.115,0.0,0.17,0.665,108.105,89027,19
9439,Fucking Around,0.775,0.739,7,-7.672,1,0.413,0.0209,0.0,0.21,0.856,138.241,58147,35
9440,Freestyle Outro,0.642,0.845,9,-6.038,1,0.486,0.624,0.0,0.277,0.943,66.17,43480,35
9441,Intro Part 4,0.629,0.334,9,-10.939,0,0.821,0.98,0.0,0.483,0.435,171.303,93267,13
9442,I Got What It Takes,0.641,0.582,11,-11.903,0,0.243,0.00283,0.0,0.107,0.437,140.029,229547,1
9443,I'm Tellin' Ya,0.398,0.504,1,-12.853,0,0.701,0.00183,0.0,0.476,0.228,81.345,190307,22
9444,Sing Along,0.483,0.692,7,-11.856,1,0.38,4.69e-05,0.0,0.155,0.462,79.858,242920,26
9445,Spaceships On Bankhead,0.801,0.286,0,-13.303,1,0.325,0.000567,0.0,0.412,0.661,91.027,155613,19
9446,Keep It Movin,0.567,0.593,1,-11.224,0,0.15,3.11e-05,0.0,0.734,0.166,79.045,218627,33
9447,Jeezy Speaks,0.77,0.331,1,-10.241,0,0.9,0.987,0.0,0.126,0.73,62.323,119880,36
9448,Lets Just Say,0.524,0.768,6,-8.779,1,0.343,0.0774,0.0,0.239,0.745,91.137,255787,26
9449,I'm A G Too,0.651,0.76,7,-6.966,1,0.366,0.146,0.0,0.393,0.696,91.014,150320,35
9450,Don't Ever Do That,0.39,0.677,1,-8.932,1,0.544,0.00164,0.0,0.274,0.443,210.332,204733,16
9451,All I Need,0.627,0.883,1,-6.344,0,0.237,0.142,0.0,0.292,0.516,80.999,59253,35
9452,Get It Right,0.61,0.756,1,-6.873,1,0.21,0.00438,0.000304,0.341,0.764,79.63,108560,35
9453,Inspiration Up Next,0.753,0.668,5,-8.974,1,0.901,0.992,0.000781,0.671,0.666,75.828,125720,36
9454,Who Got The Work,0.724,0.83,7,-6.194,1,0.297,0.0461,0.0,0.418,0.534,79.453,91987,35
9455,I'm Rich Bitch,0.75,0.665,11,-6.427,0,0.26,0.0313,0.0,0.342,0.645,160.044,62213,9
9456,Pusher,0.687,0.662,1,-4.425,0,0.328,0.209,0.0,0.219,0.409,159.977,52427,4
9457,Street Nigga,0.602,0.615,10,-8.914,0,0.2,0.0253,0.0,0.228,0.216,74.348,50227,11
9458,Let Me Show You,0.651,0.73,6,-6.051,1,0.428,0.158,0.0,0.415,0.804,166.702,68307,35
9459,Rock Star,0.443,0.83,1,-5.624,0,0.27,0.000111,0.0,0.398,0.683,84.855,77507,10
9460,Nigga Like Me,0.511,0.532,11,-9.037,0,0.319,0.158,0.0,0.215,0.716,88.205,89027,19
9461,Freestyle Outro,0.653,0.845,6,-6.067,0,0.44,0.676,0.0,0.309,0.93,67.44,43480,35
9462,Third Times The Charge,0.726,0.226,0,-10.836,1,0.907,0.681,0.0,0.458,0.659,120.198,44000,36
9463,I'm Back,0.401,0.51,10,-7.738,0,0.349,0.00508,0.0,0.216,0.348,76.634,312027,11
9464,USDA's The Click,0.57,0.825,6,-6.495,1,0.386,0.301,0.0,0.579,0.454,167.122,104320,21
9465,Ya Dig,0.629,0.578,1,-8.152,1,0.133,0.000794,0.0,0.515,0.097,147.152,209081,5
9466,Cadillac,0.725,0.55,5,-8.583,0,0.349,0.0074,0.0,0.0825,0.301,159.789,147867,4
9467,Reintroduction,0.528,0.71,1,-6.56,1,0.452,0.222,0.0,0.189,0.777,87.543,167347,35
9468,One's for CTE,0.446,0.864,6,-6.46,1,0.383,0.266,0.0,0.394,0.884,61.554,185507,35
9469,Gangsta Party,0.693,0.866,11,-5.574,0,0.242,0.0979,0.0,0.648,0.916,98.056,131520,24
9470,Say I,0.585,0.943,8,-3.269,1,0.329,0.136,0.0,0.74,0.734,100.081,164173,7
9471,Better Than Ever,0.723,0.769,6,-5.727,1,0.33,0.238,0.0,0.104,0.834,90.608,137903,35
