Customer,ST,GENDER,Customer Lifetime Value,Income,Monthly Premium Auto,Policy Type,Vehicle Class,Total Claim Amount
FD34314,Arizona,M,28213520.239999995,73339.0,71.0,Corporate Auto,Four-Door Car,244.401453
HS74723,Arizona,F,174416378.0,80969.0,217.0,Personal Auto,Luxury SUV,1041.6
LX27768,Oregon,F,42026636.99,74057.0,105.0,Personal Auto,SUV,632.244063
YB91420,Oregon,F,78513494.65,32225.0,66.0,Personal Auto,Four-Door Car,316.8
QA45054,Arizona,F,89323177.53,60909.0,112.0,Personal Auto,SUV,412.106287
CO53758,California,M,50599874.769999996,70999.0,63.0,Corporate Auto,Four-Door Car,305.603239
CW57656,Oregon,F,111960192.70000002,75457.0,93.0,Personal Auto,Four-Door Car,151.572213
MR22119,Oregon,M,44305721.12,24059.0,112.0,Personal Auto,SUV,537.6
DI22093,California,M,103304379.4,56480.0,87.0,Personal Auto,Four-Door Car,384.695536
PQ35034,Oregon,F,99186996.6,37586.0,63.0,Corporate Auto,Two-Door Car,153.489143
XB30904,Arizona,M,58763738.94,97026.0,73.0,Personal Auto,Two-Door Car,97.417808
VF15321,Washington,M,27344391.88,54010.0,69.0,Personal Auto,Four-Door Car,331.2
LX71137,Arizona,F,36941487.6,87485.0,92.0,Personal Auto,Four-Door Car,441.6
SI35064,Washington,F,95216760.94000001,74583.0,118.0,Personal Auto,SUV,161.210468
SI26369,Oregon,M,43775327.89,0.0,64.0,Personal Auto,Two-Door Car,460.8
LD69905,Arizona,M,64317362.87,21238.0,95.0,Personal Auto,Four-Door Car,456.0
VY84895,Nevada,F,67227012.47,0.0,93.0,Personal Auto,Four-Door Car,669.6
UA38043,California,F,23970360.98,22283.0,65.0,Personal Auto,Four-Door Car,572.072106
WM46083,Arizona,M,23938133.750000004,58237.0,63.0,Personal Auto,Two-Door Car,273.691831
GQ57207,California,F,23594235.990000002,19864.0,63.0,Personal Auto,Four-Door Car,352.394515
CQ80529,Oregon,F,40808189.1,57283.0,106.0,Personal Auto,SUV,337.95778
LN99954,Washington,M,269996809.9,0.0,104.0,Personal Auto,Four-Door Car,622.88852
UF36353,Oregon,M,109142044.6,71656.0,137.0,Special Auto,SUV,61.915326
IZ24763,Nevada,F,34458624.1,0.0,94.0,Corporate Auto,Four-Door Car,590.626396
TU27017,California,M,66252871.699999996,41460.0,83.0,Personal Auto,Four-Door Car,398.4
WS46887,Washington,F,200674031.5,85165.0,101.0,Personal Auto,Four-Door Car,384.31404
GQ32356,Nevada,F,38717780.09,0.0,111.0,Personal Auto,Four-Door Car,799.2
PZ81131,California,F,41713001.75,36723.0,106.0,Personal Auto,SUV,580.091966
ZW79814,California,M,66890227.28,56980.0,84.0,Personal Auto,Two-Door Car,599.000883
KV79964,Arizona,M,90092194.08999999,32260.0,113.0,Personal Auto,Four-Door Car,601.124657
WE38399,California,M,49748015.39,75644.0,65.0,Personal Auto,Two-Door Car,467.803638
MI13678,Oregon,M,25061978.52,92056.0,62.0,Personal Auto,Four-Door Car,89.398794
VA63861,California,F,49675441.69,28524.0,62.0,Personal Auto,Four-Door Car,297.6
EH70612,California,M,19181197.0,0.0,61.0,Personal Auto,Two-Door Car,439.2
UO40726,Oregon,F,31460378.99,28089.0,82.0,Personal Auto,Two-Door Car,411.856297
ZY49833,California,F,59631740.05,87020.0,74.0,Personal Auto,Four-Door Car,331.116399
HZ47488,California,M,28607473.850000005,27907.0,74.0,Personal Auto,Four-Door Car,406.439436
LP51258,Oregon,F,28571106.100000005,91811.0,70.0,Personal Auto,Four-Door Car,333.7925
VW65573,California,M,76303464.61,0.0,111.0,Special Auto,SUV,799.2
LV82913,Oregon,M,57157876.63,69451.0,72.0,Corporate Auto,Four-Door Car,230.241775
OX53879,Arizona,M,51138990.98,92427.0,64.0,Personal Auto,Four-Door Car,126.049033
QV76563,Arizona,F,50702270.97,0.0,69.0,Personal Auto,Four-Door Car,331.2
CP27565,Oregon,M,120366205.1,44428.0,104.0,Special Auto,SUV,499.2
LL56632,Oregon,F,86797960.10000001,55842.0,109.0,Personal Auto,SUV,703.118925
ZG88784,Oregon,M,49114585.09,52796.0,62.0,Corporate Auto,Four-Door Car,297.6
FO78512,California,M,174298777.7,41775.0,109.0,Personal Auto,Sports Car,104.672657
TX13297,California,F,23962192.92,0.0,66.0,Corporate Auto,Four-Door Car,433.160284
RS20615,California,F,56719274.79,34974.0,71.0,Special Auto,Four-Door Car,315.160937
HP77890,Washington,F,144133777.4,56457.0,73.0,Personal Auto,Four-Door Car,138.460771
GE45663,Arizona,F,52175132.87,39854.0,66.0,Personal Auto,Two-Door Car,261.930545
UW90223,California,F,23632959.91,27839.0,65.0,Personal Auto,Two-Door Car,312.0
LC58452,California,M,46556058.31,88240.0,117.0,Personal Auto,SUV,561.6
WO25669,Oregon,F,356921715.7,0.0,102.0,Personal Auto,SUV,1123.212014
NG59515,California,M,102488980.2,52693.0,129.0,Personal Auto,SUV,619.2
AQ52711,Oregon,F,68975058.58999999,65337.0,173.0,Personal Auto,SUV,830.4
AU23837,Oregon,F,50103793.1,64014.0,63.0,Corporate Auto,Four-Door Car,295.871784
NG62780,Oregon,F,42502826.24000001,0.0,61.0,Personal Auto,Four-Door Car,292.8
WW16329,Oregon,F,102089276.10000001,35482.0,129.0,Corporate Auto,SUV,619.2
YN46118,Arizona,F,49615749.19,20951.0,65.0,Personal Auto,Four-Door Car,312.0
CW77053,Oregon,F,44768141.599999994,0.0,62.0,Personal Auto,Four-Door Car,297.6
LX15904,Washington,F,27552214.11,39393.0,70.0,Special Auto,Four-Door Car,405.883346
IN26765,Oregon,M,82719067.99,62912.0,69.0,Personal Auto,Two-Door Car,168.358644
WR55560,California,M,59273892.269999996,33561.0,152.0,Corporate Auto,Sports Car,235.316581
JQ70222,Washington,F,85483041.5,53055.0,112.0,Personal Auto,SUV,537.6
LU49168,Arizona,M,212836362.0,0.0,63.0,Personal Auto,Two-Door Car,302.4
EN97874,Oregon,F,64467066.74,55037.0,80.0,Corporate Auto,Four-Door Car,481.823284
IP76282,Oregon,F,44842547.53999999,0.0,65.0,Personal Auto,Four-Door Car,463.382118
NM18924,Oregon,F,302866858.6,27587.0,103.0,Corporate Auto,Sports Car,241.141192
NZ98813,California,F,138401601.20000002,29658.0,119.0,Personal Auto,SUV,571.2
XJ65608,California,F,53917758.43999999,63633.0,68.0,Corporate Auto,Two-Door Car,374.024077
HI71466,California,M,38473528.01,23459.0,96.0,Personal Auto,Four-Door Car,185.070399
RO70057,Nevada,M,63692623.55,34498.0,83.0,Personal Auto,Two-Door Car,398.4
LT77960,Arizona,F,53167565.99999999,28559.0,66.0,Corporate Auto,Four-Door Car,427.242973
FO13691,Oregon,M,51242181.739999995,73740.0,64.0,Personal Auto,Two-Door Car,229.272206
IP87756,Washington,M,41515513.37,0.0,125.0,Personal Auto,SUV,900.0
YG37894,California,F,25949059.44,25925.0,72.0,Corporate Auto,Two-Door Car,660.587577
SR24177,Nevada,M,57632654.24,31725.0,76.0,Personal Auto,Two-Door Car,177.234
BS91742,Washington,M,183705700.4,49659.0,234.0,Personal Auto,Luxury Car,1684.8
UJ38473,California,M,219231227.2,81197.0,109.0,Personal Auto,Sports Car,94.731199
BP54465,Arizona,F,105466554.5,43922.0,88.0,Personal Auto,Four-Door Car,108.701381
YY12812,Nevada,F,83887170.11,87123.0,69.0,Corporate Auto,Four-Door Car,118.468275
HW61722,Oregon,F,71886072.63,0.0,66.0,Personal Auto,Four-Door Car,278.574142
CE17855,Oregon,F,32389295.240000002,68745.0,80.0,Personal Auto,Four-Door Car,473.613006
ZX50209,California,F,109609366.69999999,29815.0,95.0,Personal Auto,Four-Door Car,76.175672
CZ84042,Oregon,F,26609316.63,53333.0,66.0,Personal Auto,Two-Door Car,22.945038
SQ54906,Oregon,F,20043506.66,0.0,66.0,Personal Auto,Four-Door Car,316.8
QE21030,Washington,M,154835298.6,24661.0,196.0,Personal Auto,Luxury SUV,1961.162049
WP60679,Oregon,M,89405792.78,95351.0,111.0,Personal Auto,Sports Car,406.48025
BZ47770,Washington,F,50837895.239999995,62088.0,64.0,Corporate Auto,Two-Door Car,73.258034
TS76653,Nevada,F,90312148.59,0.0,122.0,Personal Auto,Sports Car,650.52179
IJ28717,Oregon,M,320983220.90000004,31503.0,105.0,Personal Auto,SUV,504.0
XL78013,Oregon,M,223324394.6,49078.0,97.0,Corporate Auto,Four-Door Car,484.013411
KN90631,Nevada,F,85601623.83999999,28120.0,112.0,Personal Auto,SUV,537.6
KU59569,California,F,77146236.19,0.0,106.0,Personal Auto,Sports Car,763.2
IE71278,California,M,29369936.950000003,44369.0,77.0,Personal Auto,Four-Door Car,362.276183
VY76337,Washington,M,51121047.870000005,15131.0,67.0,Personal Auto,Four-Door Car,321.6
YC77374,California,F,51199014.120000005,26890.0,65.0,Personal Auto,Two-Door Car,312.0
FX78218,California,M,24948695.28,45855.0,62.0,Personal Auto,Four-Door Car,0.887629
ZK11389,Oregon,M,235946802.0,76358.0,66.0,Corporate Auto,Four-Door Car,86.461582
MO82744,California,F,56562034.64,45586.0,72.0,Personal Auto,Four-Door Car,203.42306
GG20671,Nevada,M,156731362.1,43267.0,78.0,Special Auto,Four-Door Car,453.073096
YC53575,Oregon,M,85094539.44999999,0.0,82.0,Personal Auto,Four-Door Car,590.4
ES82658,Oregon,M,64182487.1,46648.0,81.0,Personal Auto,Four-Door Car,123.576765
SU44811,Oregon,F,30557011.3,42406.0,77.0,Corporate Auto,Four-Door Car,108.871857
AZ43057,California,M,57460559.3,50798.0,72.0,Personal Auto,Four-Door Car,64.977867
XU56756,Oregon,M,235946802.0,76358.0,66.0,Personal Auto,Four-Door Car,86.461582
TM24806,Oregon,M,60058473.75000001,13528.0,86.0,Personal Auto,Four-Door Car,412.8
ZH18791,Oregon,M,50288394.65,0.0,67.0,Personal Auto,Four-Door Car,80.753763
CE10235,California,F,34096773.92,85023.0,85.0,Personal Auto,Four-Door Car,408.0
IQ96928,Oregon,F,43481391.73,0.0,62.0,Corporate Auto,Four-Door Car,675.661163
BM55732,Nevada,F,83371941.92999999,74460.0,69.0,Corporate Auto,Two-Door Car,331.2
PC76141,Nevada,M,23466753.779999997,22932.0,62.0,Personal Auto,Four-Door Car,297.6
RV98208,Arizona,F,49910353.69,54189.0,62.0,Personal Auto,Two-Door Car,29.035528
LJ21457,California,M,28795057.01,42247.0,74.0,Personal Auto,Two-Door Car,355.2
MV86976,California,M,34820382.45,0.0,96.0,Personal Auto,Four-Door Car,726.132858
HS13676,California,M,82163919.03,0.0,117.0,Personal Auto,Four-Door Car,983.127481
OX35378,Oregon,M,31554556.200000003,36706.0,80.0,Personal Auto,Four-Door Car,488.296267
VL95438,Arizona,M,52922020.92,67899.0,66.0,Corporate Auto,Four-Door Car,316.8
YU32377,Oregon,F,65539434.57000001,0.0,61.0,Corporate Auto,Two-Door Car,365.820487
QW88350,Washington,F,76184420.45,41900.0,63.0,Corporate Auto,Four-Door Car,170.496071
TM61357,Nevada,M,246107808.5,72786.0,76.0,Personal Auto,Four-Door Car,363.845631
CP99334,Oregon,F,31428116.1,60108.0,78.0,Personal Auto,Four-Door Car,507.060901
AO20938,Arizona,F,320214042.20000005,31433.0,100.0,Personal Auto,SUV,635.020091
OY32548,Washington,F,50967001.81,27940.0,65.0,Personal Auto,Two-Door Car,27.66775
XE36531,California,F,48896096.95,51246.0,122.0,Personal Auto,SUV,817.692013
SZ86381,Oregon,M,51125703.11,56587.0,65.0,Personal Auto,Four-Door Car,312.0
YY29772,Arizona,F,27253229.49,45025.0,69.0,Personal Auto,Four-Door Car,452.271771
FG69718,California,F,97808523.37,0.0,132.0,Corporate Auto,SUV,950.4
MI81870,Arizona,F,150425765.8,22799.0,190.0,Corporate Auto,SUV,912.0
QH27767,Oregon,M,53082917.52,82601.0,66.0,Personal Auto,Four-Door Car,186.387874
IV54766,Oregon,F,191609899.4,22705.0,239.0,Personal Auto,Luxury SUV,1294.700423
AD33653,Oregon,M,33245517.759999998,0.0,92.0,Personal Auto,Two-Door Car,441.6
HU54636,California,F,37915499.72,41212.0,95.0,Personal Auto,Four-Door Car,405.443681
CD45044,Arizona,F,76000349.98,0.0,70.0,Personal Auto,Four-Door Car,504.0
CB61335,California,F,69501001.95,21687.0,88.0,Personal Auto,Four-Door Car,603.100479
DL53457,California,F,46050366.45999999,22571.0,63.0,Personal Auto,Four-Door Car,302.4
YG68142,Oregon,F,58643818.25,72032.0,72.0,Personal Auto,Four-Door Car,438.149129
UI24036,Washington,F,153741829.60000002,42570.0,128.0,Personal Auto,SUV,587.409205
LD63324,Arizona,M,32305766.65,62873.0,81.0,Corporate Auto,Four-Door Car,207.75186
LB29621,Oregon,F,92945495.10000001,21370.0,77.0,Corporate Auto,Four-Door Car,105.181202
XB43625,Arizona,F,25048717.09,66081.0,64.0,Personal Auto,Four-Door Car,42.029731
FI65786,Oregon,F,70816909.74,93854.0,87.0,Corporate Auto,Two-Door Car,417.6
ZC61874,Arizona,F,95600492.27,19429.0,122.0,Special Auto,SUV,683.45551
QA66968,California,F,67560627.91000001,46879.0,86.0,Personal Auto,Four-Door Car,324.944098
YQ98322,Oregon,M,52906663.309999995,36791.0,68.0,Personal Auto,Four-Door Car,326.4
EN27946,California,M,83911334.55,40211.0,106.0,Personal Auto,Two-Door Car,710.740743
GT18396,Arizona,M,211512328.00000003,48642.0,77.0,Personal Auto,Four-Door Car,92.307736
KL43280,California,M,92643276.60000001,69063.0,115.0,Personal Auto,Two-Door Car,552.0
DB93245,Arizona,F,28536003.470000003,87455.0,71.0,Corporate Auto,Four-Door Car,329.238904
SN53710,Washington,M,62454435.67999999,80101.0,79.0,Personal Auto,Four-Door Car,442.9167
IB82793,California,M,21290630.55,0.0,61.0,Corporate Auto,Four-Door Car,292.8
CT74097,Nevada,M,147896180.5,51817.0,129.0,Personal Auto,SUV,712.833284
HE20556,Arizona,F,53243878.599999994,31561.0,68.0,Personal Auto,Four-Door Car,326.4
RQ41621,Arizona,F,28627290.74,64640.0,73.0,Personal Auto,Four-Door Car,327.912134
TB88830,California,F,86146860.03999999,64220.0,107.0,Personal Auto,SUV,48.782626
LV94312,Oregon,M,49315030.949999996,33580.0,62.0,Corporate Auto,Four-Door Car,315.326222
PT45842,Arizona,M,46420201.28,0.0,64.0,Personal Auto,Two-Door Car,770.254285
CV49750,Arizona,M,214236372.3,0.0,65.0,Personal Auto,Two-Door Car,312.0
RB63074,Oregon,M,48580671.25,0.0,67.0,Personal Auto,Four-Door Car,482.4
XX73066,Arizona,M,52611018.629999995,43318.0,66.0,Personal Auto,Four-Door Car,48.936563
VN22337,California,F,32740375.62,83869.0,81.0,Personal Auto,Four-Door Car,348.186032
BA19651,California,M,61343877.9,43875.0,78.0,Corporate Auto,Four-Door Car,289.468771
UX18122,Washington,F,36906989.16,59016.0,92.0,Corporate Auto,Four-Door Car,441.6
HY46017,California,F,27767727.34,70793.0,69.0,Personal Auto,Four-Door Car,62.625841
ZI95657,California,M,109720677.8,24164.0,137.0,Personal Auto,Sports Car,657.6
MK93363,Washington,F,41776662.550000004,29133.0,104.0,Personal Auto,Sports Car,499.2
UM26324,Washington,M,58388991.5,81082.0,73.0,Corporate Auto,Four-Door Car,281.295903
ZN18884,California,M,64622219.900000006,0.0,65.0,Corporate Auto,Four-Door Car,312.0
PN18863,California,M,51095007.900000006,21277.0,66.0,Corporate Auto,Four-Door Car,316.8
BK76340,California,M,82787165.66999999,16924.0,226.0,Personal Auto,Luxury SUV,1084.8
QZ83992,California,M,86822346.52999999,10540.0,115.0,Corporate Auto,SUV,552.0
WE23159,Oregon,M,94159017.07000001,0.0,133.0,Special Auto,Sports Car,1361.993232
GA86186,Oregon,M,32305766.65,62873.0,81.0,Special Auto,Four-Door Car,207.75186
ZM24497,California,M,170191928.99999997,98623.0,211.0,Personal Auto,Luxury SUV,1012.8
EY97047,Oregon,M,26475197.41,37876.0,69.0,Corporate Auto,Four-Door Car,300.056383
NW14895,Arizona,M,128831157.29999998,77469.0,109.0,Personal Auto,SUV,757.170246
KS42294,California,F,209300521.7,30535.0,66.0,Personal Auto,Four-Door Car,94.142294
DQ50258,California,M,48143505.56,0.0,67.0,Personal Auto,Four-Door Car,482.4
XK10881,Oregon,M,48368921.72,39310.0,61.0,Personal Auto,Four-Door Car,93.181865
LC20778,Nevada,F,187453959.2,27229.0,99.0,Personal Auto,Four-Door Car,475.2
LH87004,Washington,M,173675261.2,41418.0,112.0,Personal Auto,SUV,537.6
SZ17657,Oregon,F,90129221.38,67840.0,112.0,Personal Auto,SUV,83.240006
RI44399,California,F,58716070.220000006,0.0,80.0,Corporate Auto,Four-Door Car,871.055266
RF73080,Oregon,M,59267293.79,23091.0,96.0,Personal Auto,Four-Door Car,460.8
QA69109,Arizona,F,54537091.72,69468.0,67.0,Personal Auto,Four-Door Car,302.733593
FK85203,California,M,91068677.49,74143.0,114.0,Personal Auto,SUV,547.2
ET44462,Arizona,M,50131364.29000001,65165.0,126.0,Personal Auto,SUV,604.8
SK27185,California,F,66720562.800000004,50537.0,165.0,Personal Auto,SUV,60.005031
JW87443,Oregon,F,65213688.13,72608.0,82.0,Personal Auto,Four-Door Car,393.6
OM37610,Nevada,F,130242237.8,26312.0,110.0,Personal Auto,Four-Door Car,565.837664
TJ58873,Oregon,M,27488000.67,56900.0,68.0,Personal Auto,Four-Door Car,304.115627
WE97690,Oregon,F,28035960.8,60707.0,70.0,Corporate Auto,Four-Door Car,327.061103
HH99354,Oregon,M,72310007.88,67276.0,61.0,Personal Auto,Two-Door Car,181.804443
UN90060,Oregon,F,83292862.54,30865.0,104.0,Personal Auto,SUV,21.261834
BR76202,California,F,46268010.93,79487.0,114.0,Personal Auto,SUV,547.2
MO48960,California,F,62653432.99,0.0,84.0,Personal Auto,Four-Door Car,481.025786
QG50480,Oregon,M,45041632.900000006,0.0,62.0,Personal Auto,Two-Door Car,135.851316
RE73564,Oregon,F,115334772.2,41098.0,96.0,Personal Auto,Two-Door Car,250.058657
EN32990,Arizona,F,53499965.72,89158.0,67.0,Personal Auto,Four-Door Car,272.195232
OO97388,Oregon,F,28556877.049999997,99612.0,70.0,Personal Auto,Two-Door Car,336.0
JN66901,Nevada,M,66016112.99000001,0.0,194.0,Corporate Auto,Luxury SUV,2306.508397
UI64573,Oregon,F,34701778.16,94885.0,86.0,Personal Auto,Four-Door Car,170.532133
HJ64867,Arizona,F,58951063.86000001,78352.0,74.0,Personal Auto,Two-Door Car,152.365482
MT35297,Oregon,F,50659356.08,43460.0,63.0,Personal Auto,Four-Door Car,302.4
VB69838,Oregon,F,417879034.3,46587.0,119.0,Personal Auto,Four-Door Car,571.2
JR34589,Nevada,F,48822867.14,21236.0,123.0,Personal Auto,SUV,131.262395
EI85578,California,F,38376150.29,0.0,106.0,Personal Auto,SUV,117.229971
DH85144,Oregon,M,21540739.970000003,0.0,65.0,Personal Auto,Four-Door Car,312.0
HC31007,California,M,50491183.849999994,0.0,68.0,Personal Auto,Four-Door Car,457.169818
MT58123,California,M,138699270.5,28432.0,118.0,Corporate Auto,SUV,612.300581
GQ78238,Oregon,M,52133743.00000001,65167.0,131.0,Personal Auto,SUV,628.8
UO44449,Washington,F,49111155.38,33700.0,62.0,Corporate Auto,Four-Door Car,274.114843
VK98618,Arizona,F,77518550.26,0.0,105.0,Personal Auto,SUV,756.0
BG30513,California,F,254648205.89999998,13663.0,97.0,Personal Auto,Four-Door Car,465.6
KD20203,Oregon,M,94729567.06,0.0,131.0,Corporate Auto,SUV,628.8
HR26088,Arizona,F,59269574.52,0.0,84.0,Personal Auto,Four-Door Car,403.2
XD72019,Oregon,F,84700432.24999999,0.0,82.0,Personal Auto,Four-Door Car,479.312226
XD82117,Arizona,F,86759938.21000001,65933.0,108.0,Personal Auto,SUV,379.951464
CT47738,Oregon,F,182056736.70000002,0.0,128.0,Corporate Auto,Sports Car,614.4
NY30370,Washington,M,26183261.830000002,28663.0,66.0,Corporate Auto,Two-Door Car,430.604489
EH69733,Arizona,M,33496392.74,78092.0,84.0,Corporate Auto,Four-Door Car,344.015386
QV89210,Nevada,F,59797241.61,57693.0,76.0,Corporate Auto,Four-Door Car,547.2
QK90365,Oregon,F,163019676.0,19614.0,85.0,Personal Auto,Two-Door Car,574.024018
UR67446,California,F,78829874.85,23235.0,99.0,Personal Auto,Four-Door Car,587.656629
FJ76376,California,M,77488110.0,79528.0,64.0,Personal Auto,Two-Door Car,175.429028
ZI85739,California,F,158600359.1,0.0,136.0,Personal Auto,SUV,46.098963
AM72411,Oregon,M,22796968.009999998,23253.0,61.0,Personal Auto,Two-Door Car,292.8
IC77855,California,M,152727997.7,40571.0,100.0,Personal Auto,SUV,361.788917
ZM70632,California,F,54987531.21,60668.0,138.0,Personal Auto,SUV,553.699596
JM59803,California,M,57434033.21,61776.0,73.0,Personal Auto,Two-Door Car,343.278996
KG84303,California,M,39429172.84,38820.0,99.0,Personal Auto,Four-Door Car,547.619785
OJ37666,California,F,25036031.27,47285.0,63.0,Personal Auto,Four-Door Car,302.4
VV49688,Oregon,M,45585923.05,0.0,62.0,Corporate Auto,Four-Door Car,446.4
KH55886,Oregon,M,679072705.0,78310.0,192.0,Personal Auto,Sports Car,151.711475
QZ70160,Nevada,F,23966723.040000003,26222.0,62.0,Personal Auto,Four-Door Car,297.6
FU51754,Arizona,M,55689475.34,0.0,79.0,Personal Auto,Two-Door Car,407.440238
KY48450,Oregon,F,73345171.66,83926.0,181.0,Personal Auto,Luxury Car,124.447153
ZG18090,California,M,71501113.38,24124.0,91.0,Corporate Auto,Four-Door Car,436.8
UI99151,Nevada,M,120237506.20000002,28879.0,106.0,Personal Auto,Sports Car,763.2
VB59276,Oregon,M,40188849.300000004,0.0,112.0,Corporate Auto,SUV,544.250322
CJ64468,Oregon,F,47705509.11,12964.0,65.0,Personal Auto,Two-Door Car,362.774545
GM61951,Nevada,F,292973308.2,0.0,115.0,Personal Auto,SUV,1251.042795
BO15959,Washington,F,279299644.1,88105.0,86.0,Personal Auto,Four-Door Car,412.8
ZK50586,Oregon,F,28999224.73,66524.0,74.0,Personal Auto,Two-Door Car,238.517525
DM22923,Oregon,M,23313250.889999997,27398.0,68.0,Personal Auto,Four-Door Car,326.4
DQ58142,Arizona,M,85615619.76,37759.0,108.0,Corporate Auto,SUV,518.4
YW47108,California,M,112807264.09999998,45743.0,96.0,Personal Auto,Four-Door Car,673.780804
DS62172,Oregon,F,27640247.16,54183.0,70.0,Personal Auto,Four-Door Car,336.0
VL58402,Washington,M,25808498.99,46900.0,66.0,Personal Auto,Four-Door Car,316.8
YV82597,Nevada,F,108560148.9,59803.0,90.0,Corporate Auto,Two-Door Car,22.75546
FN33339,Oregon,F,41508369.13,53787.0,104.0,Corporate Auto,Four-Door Car,666.092015
UZ97486,California,M,169797975.7,35095.0,73.0,Corporate Auto,Two-Door Car,525.6
LL92275,California,F,50287392.97,0.0,67.0,Personal Auto,Four-Door Car,216.196521
FB95288,California,M,646187571.5,0.0,217.0,Personal Auto,Luxury Car,1562.4
NB30472,Arizona,F,411032418.29999995,30845.0,116.0,Personal Auto,Four-Door Car,556.8
RX66745,Washington,M,226585365.20000002,23665.0,67.0,Corporate Auto,Four-Door Car,404.817249
II97469,California,M,70134366.57000001,92107.0,88.0,Personal Auto,Four-Door Car,16.37296
VF17463,Oregon,M,86588638.13,62464.0,109.0,Personal Auto,Sports Car,400.181882
GW77328,Oregon,M,52143423.480000004,69991.0,65.0,Personal Auto,Four-Door Car,4.619402
CF44171,California,F,43340640.96,23904.0,123.0,Personal Auto,SUV,590.4
ZN65873,California,F,37315045.84,0.0,96.0,Corporate Auto,Four-Door Car,460.8
EO75698,Oregon,F,222425165.9,83894.0,110.0,Personal Auto,Four-Door Car,82.019005
GB94407,California,M,122807666.10000001,88340.0,102.0,Corporate Auto,Two-Door Car,489.6
KM63956,California,M,130241301.19999999,0.0,125.0,Corporate Auto,SUV,900.0
LM79795,Oregon,M,74887851.77,39602.0,64.0,Personal Auto,Two-Door Car,307.2
XT35473,Arizona,M,23006915.47,25905.0,63.0,Personal Auto,Four-Door Car,302.4
LO90163,Nevada,F,300813678.29999995,24626.0,108.0,Personal Auto,SUV,225.971279
LU65596,California,F,37453746.56,59732.0,94.0,Corporate Auto,Four-Door Car,135.626867
SV94314,Arizona,M,132465684.1,36898.0,169.0,Personal Auto,SUV,811.2
RW86245,Arizona,M,50082759.79,92864.0,123.0,Personal Auto,SUV,96.338144
JG41490,Arizona,F,23962192.92,0.0,66.0,Corporate Auto,Four-Door Car,433.160284
FO63400,California,F,51468986.349999994,93752.0,64.0,Corporate Auto,Four-Door Car,154.713524
FE84109,Washington,M,65402046.26,21156.0,89.0,Personal Auto,Two-Door Car,111.836561
KG21285,Arizona,M,71598067.45,67206.0,90.0,Personal Auto,Four-Door Car,76.289123
TQ33359,California,M,60873026.080000006,85654.0,76.0,Personal Auto,Four-Door Car,46.20341
ZG59671,Oregon,M,97727367.75,59325.0,83.0,Personal Auto,Four-Door Car,81.599332
AY19539,California,M,60058473.75000001,13528.0,86.0,Personal Auto,Four-Door Car,412.8
KU23440,Oregon,F,68115762.81,0.0,63.0,Personal Auto,Four-Door Car,302.4
IJ83011,California,M,163501306.1,0.0,165.0,Corporate Auto,SUV,1452.213743
KE35335,Washington,F,35802618.809999995,75333.0,90.0,Personal Auto,Four-Door Car,289.236063
FE90301,Nevada,F,58211285.089999996,61108.0,72.0,Personal Auto,Four-Door Car,23.773332
CK35310,Nevada,F,28395696.8,27083.0,73.0,Personal Auto,Four-Door Car,525.6
XU97999,California,M,100971983.7,68997.0,63.0,Personal Auto,Four-Door Car,206.926432
RF73329,California,F,26742273.15,33451.0,67.0,Personal Auto,Four-Door Car,337.219884
WO12850,Nevada,F,45154454.04,21500.0,115.0,Corporate Auto,Four-Door Car,39.292196
AB26022,Oregon,M,79983473.43,26487.0,112.0,Corporate Auto,SUV,602.431489
HL91178,California,M,28097666.829999994,74713.0,70.0,Personal Auto,Four-Door Car,336.0
HS77089,Washington,M,47487943.01,0.0,70.0,Personal Auto,Four-Door Car,504.0
WK18603,California,M,52725184.72,85607.0,66.0,Personal Auto,Four-Door Car,67.647131
XS44101,California,F,67122940.21,44891.0,83.0,Personal Auto,Four-Door Car,74.803791
RE93978,Washington,M,81889765.76,89061.0,103.0,Personal Auto,SUV,565.267705
WX19595,Arizona,M,144298928.4,0.0,198.0,Personal Auto,Luxury Car,962.159318
EA55071,Arizona,F,43763635.919999994,63774.0,111.0,Personal Auto,Four-Door Car,60.036683
HH45183,Oregon,M,37138035.92,93308.0,92.0,Personal Auto,Four-Door Car,441.6
NL75739,Arizona,M,75900500.89,10375.0,66.0,Personal Auto,Two-Door Car,316.8
XE96798,Oregon,M,27957356.789999995,85950.0,69.0,Personal Auto,Four-Door Car,47.70723
UU12600,Nevada,F,86407531.92,33402.0,109.0,Personal Auto,SUV,71.053011
NL39999,Washington,M,26248968.58,18129.0,71.0,Personal Auto,Two-Door Car,340.8
ZN45349,Oregon,M,48150207.79000001,0.0,66.0,Personal Auto,Two-Door Car,711.8026
EV34073,California,F,44604184.92,0.0,65.0,Corporate Auto,Four-Door Car,312.0
HM94328,Arizona,M,60470251.60000001,20396.0,76.0,Corporate Auto,Four-Door Car,364.8
QX64770,Oregon,F,82218704.29,13376.0,108.0,Personal Auto,Four-Door Car,774.714929
IN95983,California,F,67982724.36,32517.0,94.0,Special Auto,Four-Door Car,451.2
AD89594,California,M,128174134.8,28651.0,67.0,Personal Auto,Four-Door Car,302.272725
SQ37580,Arizona,F,52198864.13999999,64964.0,66.0,Personal Auto,Four-Door Car,286.967405
IN64985,Nevada,F,61402429.89000001,34112.0,77.0,Personal Auto,Four-Door Car,369.6
